id,title,text
100004019,Bleaker Island,Falkland Islands (Malvinas)
100004665,Ballestas Islands,Peru
100004377,Balls Pyramid & Lord Howe Isl,Australia
100004024,Broome (Kimberley),Australia
100004020,Kralendijk,Netherlands Antilles
100004950,Banda Neira Island,Indonesia
264,Brisbane,Australia
233,Bora Bora (Society Islands),French Polynesia
223,Boca Da Valeria,Brazil
235,Bordeaux,France
100004022,Bonifacio (Corsica),France
100004957,Bouj,Marshall Islands
1339,Mumbai,India
100003960,Bom Bom Island,Sao Tome and Principe
100004802,Boracay (Malay),Philippines
237,Boston Massachusetts,United States of America
100004401,Boulogne sur Mer,France
100004021,Bonaventure Island,Canada
100004023,Brattahlid,Greenland
2693,Bar Harbor Maine,United States of America
100003964,Brindisi,Italy
100004634,Bremerhaven,Germany
159,Bari,Italy
100004963,Bonriki,Kiribati
287,Burnie,Australia
100004555,Torghatten,Norway
100004688,Barrow,United States of America
100004785,Bahia Solano (Choco),Colombia
100004481,Booth Bay Harbour,United States of America
100004800,Bintulu,Malaysia
100004964,Butaritari,Kiribati
174,Batumi,Georgia
279,Buenos Aires,Argentina
100004025,Bundaberg,Australia
100004026,Busan,"Korea, Republic of"
100004081,Cruise/Explore Button Islands,Canada
100003983,Buzios,Brazil
140,Baltimore,United States of America
2702,Bodrum,Turkey
100004660,Bayonne,United States of America
100004936,Bounty Islands,New Zealand
100004105,Date Line lose a day,At sea
100004096,Cruising the Chilean Fjords,Chile
100004521,Panama Canal - Partial Transit,Panama
100003196,Gatun Lake,Panama
100004485,Cruise Stromboli,Italy
100004098,Cruising Milford Sound,New Zealand
100004486,Cruise-Great Barrier Reef,Australia
100004487,ICE BARRIER,At sea
100004068,Cruise Magdalene Fjord,At sea
100004058,Cruising Breves Narrows,Brazil
100004072,Cruising the Amazon River,Brazil
100004488,"CRUISING ISCHIA, CAPRI",Italy
100004489,Cruise Hudson River,At sea
100004104,Date Line gain a day,At sea
100004490,Cruise Sawyer Glacier,At sea
100004491,College Fjord (Alaska),United States of America
100004492,"CRUISE ITALIAN, FRENCH RIVIERA",At sea
100004493,Cruise the Cyclades Iles,Greece
100004064,Hubbard Glacier,United States of America
100004494,Cruise Misty Fjords,At sea
100004065,Cruise Inside Passage,United States of America
100004639,Cruise the Dardanelles,Turkey
100004095,Cruising Cape Horn,Chile
100004075,Cruise Strait of Magellan,Chile
100004097,Cruising Iwo Jima,Japan
100004077,Cruise Tracy Arm/Sawyer Glacier,United States of America
100004059,Cruising the College Fjord,United States of America
100004094,Cruising Along North Cape,Norway
100004091,Cruise/Explore Shetland Island,United Kingdom
100004082,Cruise/Explore Faroe Islands,Faeroe Islands
100004085,Cruise/Explore Jan Mayen Isl,Norway
100004080,Cruise & Explore Bear Island (Svalbard),Norway
100004057,"Cruise Arsuk Brae Glacier, Greenland",Greenland
100004079,Cruise/Explore Barrier Reef,Belize
100004078,Cruise/Explore Baja California,Mexico
100004087,Cruise/Explore Lofoten Islands,Norway
100004060,"Cruise Eqip Sermia Glacier, Greenland",Greenland
100004100,Cruising Pio XI Glacier,Chile
100004050,Cruising the Chilean Fjords,Chile
100004203,Los Islotes and Espiritu Santo,Mexico
100004084,"Cruise/Explore Isla San Jose, Mexico",Mexico
100004074,Cruise St. Lawrence River,At sea
100004070,Cruise Norwegian Fjords,Norway
100004582,CRUISING THE YANGTZE RIVER,China
343,Cardiff,United Kingdom
304,Cagliari (Sardinia),Italy
1729,Puerto Caldera,Costa Rica
100003986,Camarones,Argentina
315,Lima (Callao),Peru
100004029,Capri,Italy
347,Cartagena (Spain),Spain
349,Casablanca,Morocco
100004683,Cruise Amundsen Trough,Canada
100004517,Canouan I.,St Vincent and Grenadines
1545,Penang,Malaysia
100004615,Cape Dorset (Dorset Island),Canada
100004879,Cape Dezhnev,Russian Federation
100004682,Cruise Dease Strait,Canada
100004069,Cruising Milford & Dusky Sound,New Zealand
100003083,Cebu,Philippines
100004985,Cruise/Explore the Caribbean,At sea
100004976,Cruise/Explore Galapagos Islands,Ecuador
362,Ceuta,Spain
100004089,Pearl Islands,Panama
1690,Porto Cervo,Italy
100004233,NAVIGATE ALONG CHILEAN FJORD,Chile
100004402,Caen,France
2926,Charlestown (Nevis),St Kitts and Nevis
379,Cherbourg,France
100004716,Chichijima,Japan
100003387,Jeju,"Korea, Republic of"
100004049,Chan May (Hue/Danang),Vietnam
100004525,Chania (Crete),Greece
100004071,Cruise Prince Christian Sound,Greenland
2721,Charleston (South Carolina),United States of America
100004987,Christophe Harbour,St Kitts and Nevis
100004917,Chuuk Lagoon,Fed States of Micronesia
100004982,Taro Island,Solomon Islands
100004934,Chatham Island,New Zealand
100004873,Chiswell Islands (Alaska),United States of America
100004642,Cies Islands,Spain
100004709,Chirpoy Island,Russian Federation
402,Civitavecchia (Rome),Italy
100004939,Campbell Island,New Zealand
100004797,Cruise Loch Fyne,United Kingdom
100004027,Cai Lan,Vietnam
100003963,Calvi (Corsica),France
415,Colombo,Sri Lanka
100004083,Cruise/Explore Isla Carmen,Mexico
2477,Costa Maya Quitana Roo,Mexico
2735,Constanta,Romania
325,Cannes,France
323,Canakkale,Turkey
306,Cairns,Australia
2974,Port Canaveral,United States of America
100004427,Cobh,Ireland
100004367,Cocos Island,Cocos Islands
408,Cochin,India
416,Colon,Panama
100004372,Comodoro Rivadavia,Argentina
100004051,Cooktown,Australia
427,Coquimbo,Chile
100004052,Corfu,Greece
442,Cotonou,Benin
100004186,La Coruna,Spain
100004471,Cowes,United Kingdom
100004932,Champagne Beach,Vanuatu
426,Copenhagen,Denmark
100004496,Coffs Harbour & Port Macquarie,Australia
100004678,Cruise Peel Sound (Nunavut),Canada
335,Cape Town,South Africa
100004884,Cape Navarin,Russian Federation
100004673,Croker Bay,Canada
450,Cristobal,Panama
100004048,Castro,Chile
100004054,Corregidor Island,Philippines
100004106,Day at sea,At sea
100004030,Carcass Islands,Falkland Islands (Malvinas)
100004543,Solovetsky,Russian Federation
100004047,Cassis,France
100004697,Cape Severo-Zapadnyi,Russian Federation
358,Catania,Italy
100004640,Caleta Tortel,Chile
4001,Cartagena,Colombia
100004474,Santa Catalina Island,United States of America
100004554,Church Bay,United Kingdom
100004101,Curieuse,Seychelles
100003333,Willemstad,Netherlands Antilles
100004814,Cruise White Narrows,Chile
448,Cozumel Quintana Roo,Mexico
100004699,Chazma River,Russian Federation
458,Da Nang,Vietnam
100004103,Darien Jungle,Panama
462,Dakar,Senegal
465,Dalian,China
100004102,Dar Es Salaam,Tanzania
100004691,Dezneva Bay,Russian Federation
519,Dubrovnik,Croatia
100004672,"Dundas Harbour, Devon Island",Canada
100004109,Deshaies,French West Indies
100004790,"Dei Dei Hot Springs, Fergusson Island",Papua New Guinea
100004446,DERNAH,Libya
100004110,Desroches,Seychelles
100004111,Devenport,Australia
100004614,Douglas Harbour,Canada
100004187,La Digue,Seychelles
496,Dikili (Izmir),Turkey
100004606,Duart,United Kingdom
100004508,Diu,India
890,Jayapura,Indonesia
100004835,"Durjela Village, Dobo Island",Indonesia
100004658,Djupivogur,Iceland
100004591,Cruising Dusky Sound,New Zealand
100004108,Delos,Greece
100004472,Dundee,United Kingdom
3064,Saint Malo (Brittany),France
100004791,Dobu Island,Papua New Guinea
100004112,Doha,Qatar
511,Dover (London),United Kingdom
100004234,Drake Passage,At sea
100004008,"Benoa, Bali",Indonesia
100004527,DARNAH (DERNA),Libya
476,Darwin,Australia
100004540,Dartmouth,United Kingdom
518,Dublin,Ireland
100004114,Ducie Island,Pitcairn Island
100004115,Dunedin (South Island),New Zealand
528,Durban,South Africa
100002987,Dutch Harbor,United States of America
489,Devil's Island,French Guiana
100004908,Den Weg Islands,Indonesia
517,Dubai,United Arab Emirates
100004886,Gulf of Anadyr,Russian Federation
100004885,Anadyr,Russian Federation
100004116,Dzaoudzi,Mayotte
100004337,Tory Island,United Kingdom
100004544,Cruise/Explore Novaya Zemla,Russian Federation
100004545,Cruise/Explore Franz Joseph Land,Russian Federation
100004546,Cruise/Explore Tobago Cays,St Vincent and Grenadines
100004547,Cruise/Explore Deserta Grande Island,Portugal
100004548,Cruise/Explore Lunga,United Kingdom
100004550,Cruise/Explore Banana Island,Sierra Leone
532,Easter Island,Chile
1701,Portoferraio (Elba),Italy
10006135,Eidi,Faeroe Islands
100004117,Eden,Australia
100004940,Enderby & Auckland Islands,New Zealand
100004842,Cruise/Explore Kimberley Coast,Australia
100004118,Elephant Island,Antarctica
530,East London,South Africa
546,Ensenada,Mexico
100004641,Salina,Italy
100004889,Enmelen & Rudera Cape,Russian Federation
100004120,Isle of Eriskay,United Kingdom
100004121,Explore Isla Santa Catalina,Mexico
100004823,Eqip Sermia Glacier,Greenland
100004657,Eskifjordur,Iceland
556,Esmeraldas,Ecuador
100004143,Harstad,Norway
100003191,Exmouth (Western Australia),Australia
100004061,"Cruise Eyafjordur, Iceland",Iceland
955,Key West,United States of America
100004122,Fair Isle,United Kingdom
100004123,Fakarava,French Polynesia
100003038,Falmouth,United Kingdom
100004124,Fatu Hiva,French Polynesia
604,Fort-de-France,Martinique
100004382,Fernando De Noronha,Brazil
100004125,Fethiye,Turkey
100004961,Funafuti,Tuvalu
100004601,Fanning Island,Kiribati
100004411,"FISCARDO, KEFALONIA",Greece
100004126,Fitzalan (Whitsunday),Australia
100004458,FLAMINGO ISLAND,Panama
100004736,Fulanga,Fiji
100003194,Fort Lauderdale,United States of America
100004383,Florianopolis,Brazil
100004408,St Florent,France
100004817,Falmouth,Jamaica
100004506,Freetown,Sierra Leone
634,Funchal,Portugal
607,Fortaleza,Brazil
611,Foynes,Ireland
100004129,Fowey,United Kingdom
2782,Freeport,Bahamas
100004989,K'Gari (formely Fraser Island),Australia
100003970,Frederiksted,United States Virgin Islands
100003419,Fremantle (Perth),Australia
100004926,Fergusson Island,Papua New Guinea
100003961,"FORMENTERA, BALEARIC ISLANDS",Spain
100003557,St Pierre,St Pierre and Miquelon
100004128,Tolagnaro,Madagascar
100003152,Fuerte Amador (Panama City),Panama
100004631,Fukuoka (Kyushu Island),Japan
100004130,Fujairah,United Arab Emirates
100004748,Sullivan Bay (Santiago),Ecuador
100004749,Isla Bartolome,Ecuador
100004750,Buccaneers Cove/Playa Espumilla (Santiago),Ecuador
100004751,Punta Vicente Roca (Isabela),Ecuador
100004752,"Punta Espinoza, Fernandina",Ecuador
100004753,Tagus Cove (Isabela),Ecuador
100004754,Elizabeth Bay (Isabela),Ecuador
100004755,Post Office Bay (Floreana),Ecuador
100004756,Punta Cormorant (Floreana),Ecuador
100004757,"Galapaguera, San Cristobal",Ecuador
100004758,Wizard Hill,Ecuador
100004759,Santa Cruz Highlands,Ecuador
100004760,"Fausto Llerena Breeding Center, Puerto Ayora (Santa Cruz)",Ecuador
100004747,Cerro Dragon (Santa Cruz),Ecuador
100004762,"Prince Philips Step's, Genovesa",Ecuador
100004763,"Darwin Bay, Genovesa",Ecuador
100004764,North Seymour,Ecuador
100004765,El Chato Reserve,Ecuador
100004766,Punta Pitt (San Cristobal),Ecuador
100004767,El Junco Lagoon,Ecuador
100004768,Centro de Interpretation,Ecuador
100004769,Frigatebird Hill,Ecuador
100004770,"Gardner Bay, Española",Ecuador
100004771,"Punta Suarez, Española",Ecuador
100004772,South Plaza,Ecuador
100004792,Rábida,Ecuador
100004793,Bahia Ballena,Ecuador
100004891,Gabriela Bay,Russian Federation
100004431,Gaeta,Italy
100004719,"Gaferut, Yap",Fed States of Micronesia
2786,Gallipoli,Italy
100004131,Garibaldi Fjord & Glacier,Chile
649,Gaspé (Quebec),Canada
100003555,St Peter Port,Guernsey
100004528,"George Town, Grand Cayman",Cayman Islands
650,Gdansk,Poland
651,Gdynia (Gdansk),Poland
654,Geelong,Australia
100004375,Geraldton (Perth),Australia
100004568,Glengariff,Ireland
100004062,Cruise Garabaldi Glacier,Chile
100004871,Geographic Harbor,United States of America
668,Gibraltar,
100004133,Gorgona Island,Colombia
100004132,Isle of Gigha,United Kingdom
100004567,Gijon,Spain
100004809,Guañape Islands,Peru
100004952,Gizo,Solomon Islands
683,Golfito,Costa Rica
676,Gloucester,United States of America
2795,St George's,Grenada
661,Genoa,Italy
100003383,Golfo Dulce,Costa Rica
100004140,"PORTO, CORSICA",France
687,Gothenburg,Sweden
100003903,Gozo,Malta
100004746,Baltra,Ecuador
100002979,Gravdal (Lofoten Islds),Norway
2656,Greenock (Glasgow),United Kingdom
100004136,Grundarfjordur,Iceland
100004421,Grimsey,Iceland
100004135,Gros Morne National Park,Canada
100002965,Grand Turk,Turks and Caicos Islands
100003056,El Guamache,Venezuela
100004138,Gudvangen,Norway
100004139,Guernsey,
100004137,Guangzhou (Canton),China
100004428,Galway,Ireland
716,Guayaquil,Ecuador
2801,Gythion,Greece
100004713,Hachijo-jima,Japan
100004575,Haikou,China
745,Ha Long Bay,Vietnam
749,Hamburg,Germany
100004361,Whitsundays (Hardy Reef),Australia
100004656,Haugesund,Norway
100004144,Havre St. Pierre (Quebec),Canada
797,"Hobart, Tasmania",Australia
100004063,Cruise Hormigas de Afuera,Peru
100003978,Heimaey,Iceland
781,Helsinki,Finland
100004146,"Henderson Island, Pitcairn Islands",Pitcairn Island
100004147,Heraklion,Greece
732,Haifa (Nazareth),Israel
100004542,Hofn,Iceland
754,Hammerfest,Norway
100004874,"Holgate Glacier, Alaska",United States of America
100004715,Haha-jima,Japan
100004878,Hall Island,United States of America
793,Hiroshima,Japan
789,Hilo,United States of America
816,Honiara / Guadalcanal,Solomon Islands
100004145,Whitsundays (Hayman Island),Australia
738,Hakodate (Hokkaido),Japan
815,Hong Kong,China
1558,Phuket,Thailand
777,Hellesylt,Norway
100004360,Whitsundays (Hamilton Island),Australia
807,Holyhead,United Kingdom
100004213,Malmo,Sweden
100004784,Hambantota,Sri Lanka
818,Honolulu,United States of America
734,Haines (Alaska),United States of America
100004484,Hodeidah,Yemen
813,Honfleur,France
100003209,Homer,United States of America
100004149,Hopedale,Canada
100004055,Cruise Along Hornbjarg Cliffs,Iceland
100004150,Hornsund,Norway
100004142,Haiphong (Hanoi),Vietnam
100004522,Grays Harbour,United States of America
100004687,Herschel Island (Yukon Territory),Canada
100004556,Island of Runde Heroy,Norway
100004566,Helsingor,Denmark
829,Huatulco,Mexico
100004391,Huangpu (Canton),China
2817,Huahine,French Polynesia
100004854,Hualien,China
100004971,Hakahau,French Polynesia
100004807,Huelva,Spain
100004151,Hvalsey,Greenland
2476,Honningsvag (Nord Cape),Norway
100003021,Husavik,Iceland
100004152,Hvar,Croatia
100004365,Hydra,Greece
100004626,Holy Isle,United Kingdom
2822,Ibiza,Spain
100004664,Isla Chañaral,Chile
100003956,Isla de Providencia,Colombia
100004720,Ifalik,Fed States of Micronesia
100004153,Igaliku,Greenland
100004818,Igoumenitza,Greece
100004666,Isla Guanape,Peru
100004900,Iriomote-jima,Japan
100004967,Manihiki,Cook Islands
100004155,Ilheus,Brazil
100004385,Ilha Grande,Brazil
100004156,Ilulissat,Greenland
100004154,"Ile Rousse, Corsica",France
100003975,Les Saintes,French West Indies
100004432,Imperia,Italy
100004157,Incheon (Seoul),"Korea, Republic of"
100004856,Iony Island,Russian Federation
100004955,Pingelap,Fed States of Micronesia
860,Invergordon (Highland),United Kingdom
871,Isle of Man (Douglas),United Kingdom
100004158,Iona,United Kingdom
2824,Pine Island,New Caledonia
100004162,Isla de la Plata,Ecuador
100004529,Iquique,Chile
100003022,Isafjordur,Iceland
100004160,Ischia,Italy
100004161,Ishigaki Ryukyu Islands,Japan
869,Iskenderun,Turkey
100004093,Isla de Coiba,Panama
875,Istanbul,Turkey
100004165,Islay,United Kingdom
100003894,Itajai,Brazil
100004167,Itea,Greece
100004573,Itilleq (Qeqqata),Greenland
100004855,Piltun Lagoon,Russian Federation
100004796,Inveraray,United Kingdom
100004929,Iwa Island,Papua New Guinea
1599,Port Blair,India
880,Izmir,Turkey
100004168,Jan Mayen Island,Norway
100004476,Jacksonville,United States of America
100004320,St Jean de Luz,France
100004169,Jeddah,Saudi Arabia
100004958,"Jeh, Ailinglaplap Atoll",Marshall Islands
100004376,Jervis Bay,Australia
100004581,Jiangyin,China
100003948,Djibouti,
100004598,Chios,Greece
100004425,Jakarta,Indonesia
100004680,Jenny Lind Island,Canada
1350,Mykonos,Greece
100004610,Nanortalik (Kujallek),Greenland
905,Juneau (Alaska),United States of America
2840,Jost Van Dyke (British Virgin Islands),British Virgin Islands
100004821,Skiathos,Greece
1959,Santorini,Greece
100004412,Kastellorizon,Greece
100004172,Kangaroo Island,Australia
100004171,Kalamata,Greece
100004439,Kanazawa,Japan
935,Karlskrona,Sweden
100004468,Kas,Turkey
2849,Katakolon (Olympia),Greece
100004453,Kawau Island,New Zealand
100004834,Kalabahi (for Takpala),Indonesia
100004583,Kribi,Cameroon
100004696,Komandor Bay,Russian Federation
100004533,Killybegs,Ireland
100004816,Anzac Dawn Service,Turkey
100004887,Kresta Bay,Russian Federation
100004181,Kuching,Malaysia
100004875,Chignik (Alaska),United States of America
100004903,Kudat,Malaysia
2851,"Keelung, Taiwan",China
100004646,Kekerten Island,Canada
1028,Port Klang (Kuala Lumpur),Malaysia
100004894,Karaginskiy Island,Russian Federation
100004176,Kingston,Jamaica
100004175,Khasab,Oman
100003942,"Kaohsiung, Taiwan",China
965,Kiel Canal,Germany
100004972,Kanton Island,Kiribati
100004177,Kish Island,Iran (islamic republic of)
100003246,Kythira,Greece
100004944,Kaikoura,New Zealand
100004321,St. Kilda,United Kingdom
100004592,Klaipeda,Lithuania
100004389,Cruise/Explore Killiniq Island,Canada
100004919,Kolonia,Fed States of Micronesia
919,Kalmar,Sweden
100004700,Kamenistaya Bay,Russian Federation
100004863,Kamchatka River,Russian Federation
100004888,Konergino & Meechkin Island,Russian Federation
100004898,Kumamoto,Japan
100003564,Kingstown,St Vincent and Grenadines
100004928,Kitava & Naratu Islands,Papua New Guinea
100004922,Kennedy Island,Solomon Islands
100004170,Kailua Kona,United States of America
988,Kobe,Japan
100004845,Kodi,Indonesia
978,Kirkwall,United Kingdom
908,Kagoshima,Japan
100004178,Kokkola,Finland
100004179,Komodo Island,Indonesia
1004,Koper,Slovenia
100002963,Korcula,Croatia
100004921,Kapingamarangi,Fed States of Micronesia
100004788,Kopar Village,Papua New Guinea
2863,Kristiansand,Norway
100004180,Krabi,Thailand
100004850,Kinabatangan River,Malaysia
100004911,"Kri Island, Raja Ampat",Indonesia
100004174,Karimunjawa,Indonesia
100004868,Kiska Harbor (Aleutian Islands),United States of America
2860,Kos,Greece
100004184,Kushiro,Japan
1021,Kristiansund,Norway
100004711,Korsakov,Russian Federation
953,Ketchikan,United States of America
1011,Kotor,Montenegro
1031,Kuantan,Malaysia
100004872,Kukak Bay,United States of America
100004865,Kunashir Island,Russian Federation
100004182,Kupang,Indonesia
100004183,Kura Kura (Karimunjawa),Indonesia
1041,Kusadasi,Turkey
100004649,Kavala,Greece
100004862,Kvachina River & Utkholok Peninsula,Russian Federation
100004532,Kuwait City,Kuwait
1052,La Guaira (Caracas),Venezuela
2649,Lahaina,United States of America
100004191,Lamu,Kenya
100004185,L'Anse aux Meadows,Canada
1058,La Paz,Mexico
100004832,Lamalera Village,Indonesia
1148,Los Angeles,United States of America
2897,Lubeck (Hamburg),Germany
100004837,Little Boydong Reef,Australia
100004695,Lavrova Bay,Russian Federation
2894,Longyearbyen,Norway
1085,Larnaca,Cyprus
100004194,Loch Ewe,United Kingdom
100004810,Lobos de Tierra Island,Peru
100004849,Lahud Datu (for datum Valley Nat Park),Malaysia
100004199,Londonderry,United Kingdom
100004820,Santa Maria Di Leuca,Italy
2107,St Petersburg,Russian Federation
2893,Lembar Lombok,Indonesia
1107,Lerwick,United Kingdom
100003463,Le Verdon (Bordeaux),France
100004189,Lady Franklin Island,Canada
100004192,Langkawi,Malaysia
100003247,Tunis (La Goulette),Tunisia
100004196,London (Greenwich),United Kingdom
100004188,Horta,Portugal
100004778,Lichtenau,Greenland
100004794,Lifou,New Caledonia
100004457,Lillesand,Norway
1118,Limassol,Cyprus
100004512,Lindos,Greece
1124,Lipari Island,Italy
100004706,Lovyshki Islands,Russian Federation
1125,Lisbon,Portugal
1131,Livorno (Tuscany),Italy
100004633,Larantuka,Indonesia
100004735,Leleuvia Island,Fiji
100004954,Langa Langa Lagoon,Solomon Islands
100004584,Limbe,Cameroon
1070,Bangkok (Laem Chabang),Thailand
100004539,Lyme Regis,United Kingdom
100004477,Long Beach,United States of America
100004207,Lunenburg,Canada
100004193,Lobito (Benguela),Angola
100004195,Lofoten Islands,Norway
100004200,Long Island-Bay of Fundy,Canada
100004730,Lo Island,Vanuatu
1136,Lomé,Togo
100004198,London (Tower Bridge),United Kingdom
100003049,Lorient,France
100003029,Leknes  (Vestvågøy),Norway
100004205,"Louisbourg, Nova Scotia",Canada
1089,Canary Islands (Las Palmas),Spain
100003249,La Pallice  (La Rochelle),France
1060,La Romana,Dominican Republic
100004627,Lower Savage Islands,Canada
100004190,Laguna San Rafael,Chile
100004455,Alta,Norway
1104,Edinburgh (Leith),United Kingdom
100004843,Leti Island,Indonesia
2089,Saint Tropez,France
100004206,Luanda,Angola
1159,Luderitz,Namibia
100004931,Luganville,Vanuatu
1162,Lulea,Sweden
100004734,Levuka,Fiji
100004202,Longyearbyen,Norway
100004258,Oslo/Longyearbyen,Norway
392,Lyttelton (Christchurch),New Zealand
100004208,Chennai,India
100004463,Marbella,Spain
100004209,Chennai,India
100004210,Mafia Island,Tanzania
100003946,Madang,Papua New Guinea
100003259,Porto Mahon,Spain
3065,"Marigot, St. Martin",French West Indies
1184,Majuro,Marshall Islands
100004811,Makassar,Indonesia
100004737,Mala Island,Tonga
1198,Manaus,Brazil
1209,Maputo,Mozambique
100004226,Mormugao (Goa),India
100004217,Matarani,Peru
100003263,Mayreau Island,St Vincent and Grenadines
100004395,Mayotte,
1300,Mombasa,Kenya
1311,Montego Bay,Jamaica
100004702,Morzovaya Bay,Russian Federation
100004899,Motobu,Japan
100004909,MacCluer Gulf,Indonesia
1310,Monte Carlo,Monaco
100004651,Macapa,Brazil
1347,Muscat,Oman
100004783,Montoir de Bretagne,France
100004962,Nanumea,Tuvalu
1248,Melbourne,Australia
100004220,Menton,France
1255,Messina,Italy
100004883,Meynypilgyno (Chukotka),Russian Federation
100004224,Monte Carlo (Grand Prix),Monaco
1213,Mariehamn,Finland
1258,Miami,United States of America
100004216,Maniitsoq,Greenland
100004222,Miyanoura - Yakushima,Japan
100004221,Milazzo (Sicily),Italy
2467,Mindelo,Cape Verde
100004705,Makanrushi Island,Russian Federation
100004225,Monumental Island,Canada
2885,Mytilene,Greece
100004230,Mykines,Faeroe Islands
100004223,Monkey River and Punta Gorda,Belize
100004219,Malacca,Malaysia
2328,Valletta,Malta
100003045,Male,Maldives
100004858,Malminskie Islands & Fedora Bay,Russian Federation
100004655,Melilla,Spain
100003493,Milos,Greece
100003115,Mamoudzou,Mayotte
1205,Manila,Philippines
100003497,Monterey,United States of America
100004831,"Maumere, Flores",Indonesia
100004440,Moji,Japan
100003968,Molde (Romsdal),Norway
2916,Monemvasia (Laconia),Greece
100004227,Mossel Bay,South Africa
1327,Motril,Spain
100004228,Mousa,United Kingdom
100004413,Molivos,Greece
1316,Moorea Island,French Polynesia
